date_weekly,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,META
2021-08-20 16:00:00,148.19,304.36,160,20.82,137.43,226.75,359.37
2021-08-27 16:00:00,148.6,299.72,167.48,22.64,144,237.31,372.63
2021-09-03 16:00:00,154.3,301.14,173.9,22.84,143.74,244.52,376.26
2021-09-10 16:00:00,148.97,295.71,173.46,22.48,140.88,245.42,378.69
2021-09-17 16:00:00,146.06,299.87,173.13,21.9,140.8,253.16,364.72
2021-09-24 16:00:00,146.92,299.35,171.28,22.08,142.22,258.13,352.96
2021-10-01 16:00:00,142.65,289.1,164.16,20.74,136.54,258.41,343.01
2021-10-08 16:00:00,142.9,294.85,164.43,20.83,139.79,261.83,330.05
2021-10-15 16:00:00,144.84,304.21,170.45,21.86,141.37,281.01,324.76
2021-10-22 16:00:00,148.69,309.16,166.78,22.73,137.57,303.23,324.61
2021-10-29 16:00:00,149.8,331.62,168.62,25.57,148.05,371.33,323.57
2021-11-05 16:00:00,151.28,336.06,175.95,29.75,148.85,407.36,341.13
2021-11-12 16:00:00,149.99,336.72,176.26,30.39,148.68,344.47,340.89
2021-11-19 16:00:00,160.55,343.11,183.83,32.99,148.93,379.02,345.3
2021-11-26 13:00:00,156.81,329.68,175.23,31.5,142.18,360.64,333.12
2021-12-03 16:00:00,161.84,323.01,169.49,30.69,142,338.32,306.84
2021-12-10 16:00:00,179.45,342.54,172.21,30.2,148,339.01,329.75
2021-12-17 16:00:00,171.14,323.8,170.02,27.8,141.73,310.86,333.79
2021-12-23 16:00:00,176.28,334.69,171.07,29.64,146.92,355.67,335.24
2021-12-31 16:00:00,177.57,336.32,166.72,29.41,144.85,352.26,336.35
2022-01-07 16:00:00,172.17,314.04,162.55,27.25,137.02,342.32,331.79
2022-01-14 16:00:00,173.07,310.2,162.14,26.94,139.48,349.87,331.9
2022-01-21 16:00:00,162.41,296.03,142.64,23.37,130.35,314.63,303.17
2022-01-28 16:00:00,170.33,308.26,143.98,22.84,133.35,282.12,301.71
2022-02-04 16:00:00,172.39,305.94,157.64,24.32,143.29,307.77,237.09
2022-02-11 16:00:00,168.64,295.04,153.29,23.95,134.28,286.67,219.55
2022-02-18 16:00:00,167.3,287.93,152.6,23.64,130.4,285.66,206.16
2022-02-25 16:00:00,164.85,297.31,153.79,24.16,134.46,269.96,210.48
2022-03-04 16:00:00,163.17,289.86,145.64,22.94,131.91,279.43,200.06
2022-03-11 16:00:00,154.73,280.07,145.52,22.1,129.87,265.12,187.61
2022-03-18 16:00:00,163.98,300.43,161.25,26.45,136.13,301.8,216.49
2022-03-25 16:00:00,174.72,303.68,164.77,27.69,141.67,336.88,221.82
2022-04-01 16:00:00,174.31,309.42,163.56,26.71,140.15,361.53,224.85
2022-04-08 16:00:00,170.09,296.97,154.46,23.12,133.29,341.83,222.33
2022-04-14 16:00:00,165.29,279.83,151.71,21.26,126.73,328.33,210.18
2022-04-22 16:00:00,161.79,274.03,144.35,19.52,119.64,335.02,184.11
2022-04-29 16:00:00,157.65,277.52,124.28,18.55,114.11,290.25,200.47
2022-05-06 16:00:00,157.28,274.73,114.77,18.68,115.75,288.55,203.77
2022-05-13 16:00:00,147.11,261.12,113.06,17.71,116.05,256.53,198.62
2022-05-20 16:00:00,137.59,252.56,107.59,16.69,108.91,221.3,193.54
2022-05-27 16:00:00,149.64,273.24,115.15,18.81,112.32,253.21,195.13
2022-06-03 16:00:00,145.38,270.02,122.35,18.72,114.54,234.52,190.78
2022-06-10 16:00:00,137.13,252.99,109.65,16.97,111.16,232.23,175.57
2022-06-17 16:00:00,131.56,247.65,106.22,15.88,107.14,216.76,163.74
2022-06-24 16:00:00,141.66,267.7,116.46,17.13,117.98,245.71,170.16
2022-07-01 16:00:00,138.93,259.58,109.56,14.52,108.74,227.26,160.03
2022-07-08 16:00:00,147.04,267.66,115.54,15.84,119.35,250.76,170.88
2022-07-15 16:00:00,150.17,256.72,113.55,15.76,111.78,240.07,164.7
2022-07-22 16:00:00,154.09,260.36,122.42,17.32,107.9,272.24,169.27
2022-07-29 16:00:00,162.51,280.74,134.95,18.16,116.32,297.15,159.1
2022-08-05 16:00:00,165.35,282.91,140.8,18.99,117.47,288.17,167.11
2022-08-12 16:00:00,172.1,291.91,143.55,18.71,121.68,300.03,180.5
2022-08-19 16:00:00,171.52,286.15,138.23,17.85,117.21,296.67,167.96
2022-08-26 16:00:00,163.62,268.09,130.75,16.26,110.34,288.09,161.78
2022-09-02 16:00:00,155.81,256.06,127.51,13.65,107.85,270.21,160.32
2022-09-09 16:00:00,157.37,264.46,133.27,14.39,110.65,299.68,169.15
2022-09-16 16:00:00,150.7,244.74,123.53,13.2,102.8,303.35,146.29
2022-09-23 16:00:00,150.43,237.92,113.78,12.52,98.74,275.33,140.41
2022-09-30 16:00:00,138.2,232.9,113,12.14,95.65,265.25,135.68
2022-10-07 16:00:00,140.09,234.24,114.56,12.08,98.68,223.07,133.45
2022-10-14 16:00:00,138.38,228.56,106.9,11.23,96.56,204.99,126.76
2022-10-21 16:00:00,147.27,242.12,119.32,12.47,101.13,214.44,130.01
2022-10-28 16:00:00,155.74,235.87,103.41,13.83,96.29,228.52,99.2
2022-11-04 16:00:00,138.38,221.39,90.98,14.16,86.58,207.47,90.79
2022-11-11 16:00:00,149.7,247.11,100.79,16.33,96.41,195.97,113.02
2022-11-18 16:00:00,151.29,241.22,94.14,15.41,97.43,180.19,112.05
2022-11-25 13:05:00,148.11,247.49,93.41,16.27,97.46,182.86,111.41
2022-12-02 16:00:00,147.81,255.02,94.13,16.88,100.44,194.86,123.49
2022-12-09 16:00:00,142.16,245.42,89.09,17,92.83,179.05,115.9
2022-12-16 16:00:00,134.51,244.69,87.86,16.57,90.26,150.23,119.43
2022-12-23 16:00:00,131.86,238.73,85.25,15.21,89.23,123.15,118.04
2022-12-30 16:00:00,129.93,239.82,84,14.61,88.23,123.18,120.34
2023-01-06 16:00:00,129.62,224.93,86.08,14.86,87.34,113.06,130.02
2023-01-13 16:00:00,134.76,239.23,98.12,16.9,92.12,122.4,136.98
2023-01-20 16:00:00,137.87,240.22,97.25,17.84,98.02,133.42,139.37
2023-01-27 16:00:00,145.93,248.16,102.24,20.36,99.37,177.9,151.74
2023-02-03 16:00:00,154.5,258.35,103.39,21.1,104.78,189.98,186.53
2023-02-10 16:00:00,151.01,263.1,97.61,21.27,94.57,196.89,174.15
2023-02-17 16:00:00,152.55,258.06,97.2,21.39,94.35,208.31,172.88
2023-02-24 16:00:00,146.71,249.22,93.5,23.29,89.13,196.88,170.39
2023-03-03 16:00:00,151.03,255.29,94.9,23.89,93.65,197.79,185.25
2023-03-10 16:00:00,148.5,248.59,90.73,22.97,90.63,173.44,179.51
2023-03-17 16:00:00,155,279.43,98.95,25.73,101.62,180.13,195.61
2023-03-24 16:00:00,160.25,280.57,98.13,26.78,105.44,190.41,206.01
2023-03-31 16:00:00,164.9,288.3,103.29,27.78,103.73,207.46,211.94
2023-04-06 16:00:00,164.66,291.6,102.06,27.04,108.42,185.06,216.1
2023-04-14 16:00:00,165.21,286.14,102.51,26.76,108.87,185,221.49
2023-04-21 16:00:00,165.02,285.76,106.96,27.12,105.41,165.08,212.89
2023-04-28 16:00:00,169.68,307.26,105.45,27.75,107.34,164.31,240.32
2023-05-05 16:00:00,173.57,310.65,105.66,28.68,105.57,170.06,232.78
2023-05-12 16:00:00,172.57,308.97,110.26,28.34,117.51,167.98,233.81
2023-05-19 16:00:00,175.16,318.34,116.25,31.26,122.76,180.14,245.64
2023-05-26 16:00:00,175.43,332.89,120.11,38.95,124.61,193.17,262.04
2023-06-02 16:00:00,180.95,335.4,124.25,39.33,124.67,213.97,272.61
2023-06-09 16:00:00,180.96,326.79,123.43,38.77,122.23,244.4,264.95
2023-06-16 16:00:00,184.92,342.33,125.49,42.69,123.53,260.54,281
2023-06-23 16:00:00,186.68,335.02,129.33,42.21,122.34,256.6,288.73
2023-06-30 16:00:00,193.97,340.54,130.36,42.3,119.7,261.77,286.98
2023-07-07 16:00:00,190.68,337.22,129.78,42.5,119.48,274.43,290.53
2023-07-14 16:00:00,190.69,345.24,134.68,45.47,125.42,281.38,308.87
2023-07-21 16:00:00,191.94,343.77,130,44.31,120.02,260.02,294.26
2023-07-28 16:00:00,195.83,338.37,132.21,46.75,132.58,266.44,325.48
2023-08-04 16:00:00,181.99,327.78,139.57,44.68,128.11,253.86,310.73
2023-08-11 16:00:00,177.79,321.01,138.41,40.85,129.56,242.65,301.64
2023-08-18 16:00:00,174.49,316.48,133.22,43.3,127.46,215.49,283.25
2023-08-25 16:00:00,178.61,322.98,133.26,46.02,129.88,238.59,285.5
2023-09-01 16:00:00,189.46,328.66,138.12,48.51,135.66,245.01,296.38
2023-09-08 16:00:00,178.18,334.27,138.23,45.57,136.38,248.5,297.89
2023-09-15 16:00:00,175.01,330.22,140.39,43.9,137.4,274.39,300.31
2023-09-22 16:00:00,174.79,317.01,129.12,41.61,130.25,244.88,299.08
2023-09-29 16:00:00,171.21,315.75,127.12,43.5,130.86,250.22,300.21
2023-10-06 16:00:00,177.49,327.26,127.96,45.76,137.58,260.53,315.43
2023-10-13 16:00:00,178.85,327.73,129.79,45.46,137.36,251.12,314.69
2023-10-20 16:00:00,172.88,326.67,125.17,41.39,135.6,211.99,308.65
2023-10-27 16:00:00,168.22,329.81,127.74,40.5,122.17,207.3,296.73
2023-11-03 16:00:00,176.65,352.8,138.6,45.01,129.1,219.96,314.6
2023-11-10 16:00:00,186.4,369.67,143.56,48.34,132.59,214.65,328.77
2023-11-17 16:00:00,189.69,369.85,145.18,49.3,135.31,234.3,335.04
2023-11-24 13:05:00,189.97,377.43,146.74,47.78,136.69,235.45,338.23
2023-12-01 16:00:00,191.24,374.51,147.03,46.77,131.86,238.83,324.82
2023-12-08 16:00:00,195.71,374.23,147.42,47.51,134.99,243.84,332.75
2023-12-15 16:00:00,197.57,370.73,149.97,48.89,132.6,253.5,334.92
2023-12-22 16:00:00,193.6,374.58,153.42,48.83,141.49,252.54,353.39
2023-12-29 16:00:00,192.53,376.04,151.94,49.52,139.69,248.48,353.96
2024-01-05 16:00:00,181.18,367.75,145.24,49.1,135.73,237.49,351.95
2024-01-12 16:00:00,185.92,388.47,154.62,54.71,142.65,218.89,374.49
2024-01-19 16:00:00,191.56,398.67,155.34,59.49,146.38,212.19,383.45
2024-01-26 16:00:00,192.42,403.93,159.12,61.03,152.19,183.25,394.14
2024-02-02 16:00:00,185.85,411.22,171.81,66.16,142.38,187.91,474.99
2024-02-09 16:00:00,188.85,420.55,174.45,72.13,149,193.57,468.11
2024-02-16 16:00:00,182.31,404.06,169.51,72.61,140.52,199.95,473.32
2024-02-23 16:00:00,182.52,410.34,174.99,78.82,143.96,191.97,484.03
2024-03-01 16:00:00,179.66,415.5,178.22,82.28,137.14,202.64,502.3
2024-03-08 16:00:00,170.73,406.22,175.35,87.53,135.41,175.34,505.95
2024-03-15 16:00:00,172.62,416.42,174.42,87.84,141.18,163.57,484.1
2024-03-22 16:00:00,172.28,428.74,178.87,94.29,150.77,170.83,509.58
2024-03-28 16:00:00,171.48,420.72,180.38,90.36,150.93,175.79,485.58
2024-04-05 16:00:00,169.58,425.52,185.07,88.01,152.5,164.9,527.34
2024-04-12 16:00:00,176.55,421.9,186.13,88.19,157.73,171.05,511.9
2024-04-19 16:00:00,165,399.12,174.63,76.2,154.09,147.05,481.07
2024-04-26 16:00:00,169.3,406.32,179.62,87.74,171.95,168.29,443.29
2024-05-03 16:00:00,183.38,406.66,186.21,88.79,167.24,181.19,451.96
2024-05-10 16:00:00,183.05,414.74,187.48,89.88,168.65,168.47,476.2
2024-05-17 16:00:00,189.87,420.21,184.7,92.48,176.06,177.46,471.91
2024-05-24 16:00:00,189.98,430.16,180.75,106.47,174.99,179.24,478.22
2024-05-31 16:00:00,192.25,415.13,176.44,109.63,172.5,178.08,466.83
2024-06-07 16:00:00,196.89,423.85,184.3,120.89,174.46,177.48,492.96
2024-06-14 16:00:00,212.49,442.57,183.66,131.88,176.79,178.01,504.16
2024-06-21 16:00:00,207.49,449.78,189.08,126.57,179.63,183.01,494.78
2024-06-28 16:00:00,210.62,446.95,193.25,123.54,182.15,197.88,504.22
2024-07-05 16:00:00,226.34,467.56,200,125.83,190.6,251.52,539.91
2024-07-12 16:00:00,230.54,453.55,194.49,129.24,185.07,248.23,498.87
2024-07-19 16:00:00,224.31,437.11,183.13,117.93,177.66,239.2,476.79
2024-07-26 16:00:00,217.96,425.27,182.5,113.06,167,219.8,465.7
2024-08-02 16:00:00,219.86,408.49,167.9,107.27,166.66,207.67,488.14
2024-08-09 16:00:00,216.24,406.02,166.94,104.75,163.67,200,517.77
2024-08-16 16:00:00,226.05,418.47,177.06,124.58,162.96,216.12,527.42
2024-08-23 16:00:00,226.84,416.79,177.04,129.37,165.62,220.32,528
2024-08-30 16:00:00,229,417.14,178.5,119.37,163.38,214.11,521.31
2024-09-06 16:00:00,220.82,401.7,171.39,102.83,150.92,210.73,500.27
2024-09-13 16:00:00,222.5,430.59,186.49,119.1,157.46,230.29,524.62
2024-09-20 16:00:00,228.2,435.27,191.6,116,163.59,238.25,561.35
2024-09-27 16:00:00,227.79,428.02,187.97,121.4,163.95,260.46,567.36
2024-10-04 16:00:00,226.8,416.06,186.51,124.92,167.06,250.08,595.94
2024-10-11 16:00:00,227.55,416.32,188.82,134.8,163.24,217.8,589.95
2024-10-18 16:00:00,235,418.16,188.99,138,163.42,220.7,576.47
2024-10-25 16:00:00,231.41,428.15,187.83,141.54,165.27,269.19,573.25
2024-11-01 16:00:00,222.91,410.37,197.93,135.4,171.29,248.98,567.16
2024-11-08 16:00:00,226.96,422.54,208.18,147.63,178.35,321.22,589.34
2024-11-15 16:00:00,225,415,202.61,141.98,172.49,320.72,554.08
2024-11-22 16:00:00,229.87,417,197.12,141.95,164.76,352.56,559.14
2024-11-29 13:05:00,237.33,423.46,207.89,138.25,168.95,345.16,574.32
2024-12-06 16:00:00,242.84,443.57,227.03,142.44,174.71,389.22,623.77
2024-12-13 16:00:00,248.13,447.27,227.46,134.25,189.82,436.23,620.35
2024-12-20 16:00:00,254.49,436.6,224.92,134.7,191.41,421.06,585.25
2024-12-27 16:00:00,255.59,430.53,223.75,137.01,192.76,431.66,599.81
2025-01-03 16:00:00,243.36,423.35,224.19,144.47,191.79,410.44,604.63
2025-01-10 16:00:00,236.85,418.95,218.94,135.91,192.04,394.74,615.86
2025-01-17 16:00:00,229.98,429.03,225.94,137.71,196,426.5,612.77
2025-01-24 16:00:00,222.78,444.06,234.85,142.62,200.21,406.58,647.49
2025-01-31 16:00:00,236,415.06,237.68,120.07,204.02,404.6,689.18
2025-02-07 16:00:00,227.63,409.75,229.15,129.84,185.34,361.62,714.52
2025-02-14 16:00:00,244.6,408.43,228.68,138.85,185.23,355.84,736.67
2025-02-21 16:00:00,245.55,408.21,216.58,134.43,179.66,337.8,683.55
2025-02-28 16:00:00,241.84,396.99,212.28,124.92,170.28,292.98,668.2
2025-03-07 16:00:00,239.07,393.31,199.25,112.69,173.86,262.67,625.66
2025-03-14 16:00:00,213.49,388.56,197.95,121.67,165.49,249.98,607.6
2025-03-21 16:00:00,218.27,391.26,196.21,117.7,163.99,248.71,596.25
2025-03-28 16:00:00,217.9,378.8,192.72,109.67,154.33,263.55,576.74
2025-04-04 16:00:00,188.38,359.84,171,94.31,145.6,239.43,504.73
2025-04-11 16:00:00,198.15,388.45,184.87,110.93,157.14,252.31,543.57
2025-04-17 16:00:00,196.98,367.78,172.61,101.49,151.16,241.37,501.48
2025-04-25 16:00:00,209.28,391.85,188.99,111.01,161.96,284.95,547.27
2025-05-02 16:00:00,205.35,435.28,189.98,114.5,164.03,287.21,597.02
2025-05-09 16:00:00,198.53,438.73,193.06,116.65,152.75,298.26,592.49
2025-05-16 16:00:00,211.26,454.27,205.59,135.4,166.19,349.98,640.34
2025-05-23 16:00:00,195.27,450.18,200.99,131.29,168.47,339.34,627.06
2025-05-30 16:00:00,200.85,460.36,205.01,135.13,171.74,346.46,647.49
2025-06-06 16:00:00,203.92,470.38,213.57,141.72,173.68,295.14,697.71
2025-06-13 16:00:00,196.45,474.96,212.1,141.97,174.67,325.31,682.87
2025-06-20 16:00:00,201,477.4,209.69,143.85,166.64,322.16,682.35
2025-06-27 16:00:00,201.08,495.94,223.3,157.75,178.53,323.63,733.63
2025-07-03 13:05:00,213.55,498.84,223.41,159.34,179.53,315.35,719.01
2025-07-11 16:00:00,211.16,503.32,225.02,164.92,180.19,313.51,717.51
2025-07-18 16:00:00,211.18,510.05,226.13,172.41,185.06,329.65,704.28
2025-07-25 16:00:00,213.88,513.71,231.44,173.5,193.18,316.06,712.68
2025-08-01 16:00:00,202.38,524.11,214.75,173.72,189.13,302.63,750.01
2025-08-08 16:00:00,229.35,522.04,222.69,182.7,201.42,329.65,769.3
2025-08-15 16:00:00,231.59,520.17,231.03,180.45,203.9,330.56,785.23
2025-08-22 16:00:00,227.76,507.23,228.84,177.99,206.09,340.01,754.79
2025-08-29 16:00:00,232.14,506.69,229,174.18,212.91,333.87,738.7
2025-09-05 16:00:00,239.69,495,232.33,167.02,235,350.84,752.45
2025-09-12 16:00:00,234.07,509.9,228.15,177.82,240.8,395.94,755.59
2025-09-19 16:00:00,245.5,517.93,231.48,176.67,254.72,426.07,778.38
2025-09-26 16:00:00,255.46,511.46,219.78,178.19,246.54,440.4,743.75
2025-10-03 16:00:00,258.02,517.35,219.51,187.62,245.35,429.83,710.56
2025-10-10 16:00:00,245.27,510.96,216.37,183.16,236.57,413.49,705.3
2025-10-17 16:00:00,252.29,513.58,213.04,183.22,253.3,439.31,716.92
2025-10-24 16:00:00,262.82,523.61,224.21,186.26,259.92,433.72,738.36
2025-10-31 16:00:00,270.37,517.81,244.22,202.49,281.19,456.56,648.35
2025-11-07 16:00:00,268.47,496.82,244.41,188.15,278.83,429.52,621.71
2025-11-14 16:00:00,272.41,510.18,234.69,190.17,276.41,404.35,609.46
2025-11-21 16:00:00,271.49,472.12,220.69,178.88,299.66,391.09,594.25
2025-11-28 13:05:00,278.85,492.01,233.22,177,320.18,430.17,647.95
2025-12-05 16:00:00,278.78,483.16,229.53,182.41,321.27,455,673.42
2025-12-12 16:00:00,278.28,478.53,226.19,175.02,309.29,458.96,644.23
2025-12-19 16:00:00,273.67,485.92,227.35,180.99,307.16,481.2,658.77
2025-12-26 16:00:00,273.4,487.71,232.52,190.53,313.51,475.19,663.29
2026-01-02 16:00:00,271.01,472.94,226.5,188.85,315.15,438.07,650.41
2026-01-09 16:00:00,259.37,479.28,247.38,184.86,328.57,445.01,653.06
2026-01-16 16:00:00,255.53,459.86,239.12,186.23,330,437.5,620.25
2026-01-23 16:00:00,248.04,465.95,239.16,187.67,327.93,449.06,658.76
2026-01-30 16:00:00,259.48,430.29,239.3,191.13,338,430.41,716.5
2026-02-06 16:00:00,278.12,401.14,210.32,185.41,322.86,411.11,661.46
2026-02-13 16:00:00,255.78,401.32,198.79,182.81,305.72,417.44,639.77
2026-02-20 16:00:00,264.58,397.23,210.11,189.82,314.98,411.82,655.66
2026-02-27 16:00:00,264.18,392.74,210,177.19,311.76,402.51,648.18
2026-03-06 16:00:00,257.46,408.96,213.21,177.82,298.52,396.73,644.86
2026-03-13 16:00:00,250.12,395.55,207.67,180.25,302.28,391.2,613.71
2026-03-20 16:00:00,247.99,381.87,205.37,172.7,301,367.96,593.66
2026-03-27 16:00:00,248.8,356.77,199.34,167.52,274.34,361.83,525.72
2026-04-02 16:00:00,255.92,373.46,209.77,177.39,295.77,360.59,574.46
2026-04-10 16:00:00,260.48,370.87,238.38,188.63,317.24,348.95,629.86
2026-04-17 16:00:00,270.23,422.79,250.56,201.68,341.68,400.62,688.55
2026-04-24 16:00:00,271.06,424.62,263.99,208.27,344.4,376.3,675.03
2026-05-01 16:00:00,280.14,414.44,268.26,198.45,385.69,390.82,608.75
2026-05-08 16:00:00,293.32,415.12,272.68,215.2,400.8,428.35,609.63
2026-05-15 16:00:00,300.23,421.92,264.14,225.32,396.78,422.24,614.23
2026-05-22 16:00:00,308.82,418.57,266.32,215.33,382.97,426.01,610.26
2026-05-29 16:00:00,312.06,450.24,270.64,211.14,380.34,435.79,632.51
