date_weekly,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,META
2020-05-01,77.188,181.834,119.546,8.256,69.21600000000001,52.958000000000006,217.1
2020-06-01,85.855,191.60500000000002,129.9475,9.065,70.5025,63.025,228.555
2020-07-01,96.432,205.82399999999998,152.25799999999998,10.218,75.22,94.694,240.98000000000002
2020-08-01,118.8,215.8275,162.525,12.1475,77.725,122.7825,272.5875
2020-09-01,113.02,206.6225,155.7625,12.459999999999999,74.8375,136.71,264.1725
2020-10-01,114.582,212.07199999999997,159.25,13.35,77.83,139.82999999999998,267.644
2020-11-01,117.97,216.46249999999998,159.1875,13.5525,88.1925,159.48499999999999,279.4675
2020-12-01,127.196,218.276,159.102,13.178,88.116,218.098,274.04200000000003
2021-01-01,132.555,222.54500000000002,159.8175,13.21,90.5675,278.86249999999995,262.94
2021-02-01,130.815,240.135,162.1625,14.2975,103.6825,260.43,264.445
2021-03-01,120.9125,233.545,152.71,12.7525,102.485,213.7725,276.4525
2021-04-01,131.18800000000002,254.454,167.408,14.88,113.36800000000001,234.49,308.702
2021-05-01,126.92500000000001,248.865,161.7575,15.07,116.0175,205.685,319.995
2021-06-01,129.2025,258.28249999999997,168.01749999999998,18.27,120.9525,208.6775,333.16
2021-07-01,145.176,282.184,177.882,19.552,129.098,220.70999999999998,354.47400000000005
2021-08-01,148.0075,296.5975,164.8575,21.005000000000003,138.725,234.0375,364.6725
2021-09-01,149.0625,299.0175,172.9425,22.325,141.91,250.3075,368.1575
2021-10-01,145.776,305.788,166.888,22.345999999999997,140.664,295.162,329.2
2021-11-01,154.6575,336.39250000000004,177.8175,31.1575,147.16,372.8725,340.11
2021-12-01,173.256,332.072,169.902,29.548000000000002,144.7,339.224,328.394
2022-01-01,169.495,307.1325,152.8275,25.1,135.05,322.235,317.1425
2022-02-01,168.295,296.555,154.32999999999998,24.0175,135.60750000000002,287.515,218.32
2022-03-01,164.14999999999998,293.51,154.29500000000002,24.795,134.89499999999998,295.8075,206.495
2022-04-01,165.826,287.554,147.672,21.832,126.78399999999999,331.392,208.388
2022-05-01,147.905,265.4125,112.6425,17.9725,113.2575,254.8975,197.765
2022-06-01,138.9325,259.59000000000003,113.67,17.174999999999997,112.705,232.305,175.0625
2022-07-01,150.548,265.012,119.204,16.32,112.81800000000001,257.496,164.796
2022-08-01,168.1475,282.265,138.3325,17.9525,116.675,293.24,169.3375
2022-09-01,150.502,247.21599999999998,122.218,13.180000000000001,103.138,282.764,150.37
2022-10-01,145.37,235.1975,111.0475,12.4025,98.165,217.755,122.35499999999999
2022-11-01,146.87,239.3025,94.83,15.5425,94.47,191.6225,106.8175
2022-12-01,137.254,244.73600000000002,88.066,16.054,92.19800000000001,154.094,119.44000000000001
2023-01-01,137.04500000000002,238.135,95.9225,17.49,94.2125,136.695,139.5275
2023-02-01,151.1925,257.1825,97.925,21.7625,95.7075,198.015,175.9875
2023-03-01,155.936,270.43600000000004,97.2,25.43,99.014,189.846,195.664
2023-04-01,166.1425,292.69,104.245,27.1675,107.51,174.8625,222.7
2023-05-01,174.1825,317.7125,113.07,31.8075,117.6125,177.83749999999998,243.5675
2023-06-01,185.496,336.01599999999996,126.572,41.06,122.494,247.456,278.854
2023-07-01,192.285,341.15,131.66750000000002,44.7575,124.375,270.5675,304.78499999999997
2023-08-01,178.22,322.0625,136.115,43.7125,128.7525,237.6475,295.28
2023-09-01,177.73,325.182,134.596,44.618,134.10999999999999,252.6,298.774
2023-10-01,174.36,327.8675,127.66499999999999,43.2775,133.1775,232.735,308.875
2023-11-01,185.6775,367.4375,143.52,47.6075,133.4225,226.09,329.16
2023-12-01,194.13,374.01800000000003,149.956,48.304,136.126,247.43800000000002,339.96799999999996
2024-01-01,187.76999999999998,389.70500000000004,153.58,56.0825,144.2375,212.95499999999998,376.0075
2024-02-01,184.8825,411.5425,172.69,72.42999999999999,143.965,193.35,475.1125
2024-03-01,173.35399999999998,417.52,177.448,88.46000000000001,143.086,177.634,497.50200000000007
2024-04-01,170.10750000000002,413.215,181.3625,85.035,159.0675,162.8225,490.9
2024-05-01,187.706,417.38,183.11599999999999,97.45,171.888,176.888,469.024
2024-06-01,206.8725,440.7875,187.5725,125.72,178.2575,184.095,499.03
2024-07-01,224.7875,445.8725,190.03,121.515,180.08249999999998,239.6875,495.3175
2024-08-01,223.598,413.38199999999995,173.488,117.06800000000001,164.458,211.644,516.528
2024-09-01,224.8275,423.895,184.3625,114.8325,158.98,234.9325,538.4
2024-10-01,230.19,419.6725,188.0375,134.815,164.7475,239.4425,583.9025
2024-11-01,228.414,417.674,202.746,141.042,171.16799999999998,317.728,568.808
2024-12-01,250.2625,439.4925,225.79,137.1,187.175,419.5425,607.295
2025-01-01,233.794,426.09,228.32,136.156,196.81199999999998,408.572,633.986
2025-02-01,239.905,405.845,221.6725,132.01,180.1275,337.06,700.735
2025-03-01,222.1825,387.9825,196.5325,115.4325,164.41750000000002,256.2275,601.5625
2025-04-01,198.1975,376.98,179.3675,104.435,153.965,254.515,524.2625
2025-05-01,202.252,447.764,198.926,126.59400000000001,164.63600000000002,324.25,620.88
2025-06-01,200.6125,479.66999999999996,214.665,146.3225,173.38,316.56,699.14
2025-07-01,212.4425,506.48,226.5,167.5425,184.49,318.6425,713.37
2025-08-01,224.644,516.048,225.262,177.808,202.69,327.344,759.606
2025-09-01,243.68,508.5725,227.935,174.925,244.265,403.3125,757.5425
2025-10-01,257.754,516.662,223.46999999999997,188.55,255.266,434.582,703.8979999999999
2025-11-01,272.805,492.7825,233.2525,183.55,293.77,413.7825,618.3425
2025-12-01,276.03249999999997,483.83,228.8975,182.2375,312.8075,467.5875,659.9275
2026-01-01,258.68600000000004,461.66400000000004,238.292,187.748,327.93,440.01000000000005,659.796
2026-02-01,265.665,398.1075,207.305,183.8075,313.83000000000004,410.72,651.2674999999999
2026-03-01,251.0925,385.7875,206.3975,174.5725,294.03499999999997,379.43,594.4875
2026-04-01,264.4225,397.935,240.675,193.9925,324.7725,371.615,641.975
