date,ticker,cost_of_revenue,gross_profit,net_income,operating_income,rd_expense,revenue,stockholders_equity,total_assets
2022-06-30,MSFT,16429000000.0,35436000000.0,16740000000.0,20534000000.0,6849000000.0,51865000000.0,166542000000.0,364840000000.0
2022-06-30,TSLA,12700000000.0,4234000000.0,2259000000.0,2464000000.0,667000000.0,16934000000.0,36376000000.0,68513000000.0
2022-07-31,NVDA,3789000000.0,2915000000.0,656000000.0,499000000.0,1824000000.0,6704000000.0,23851000000.0,43476000000.0
2022-09-30,AAPL,52051000000.0,38095000000.0,20721000000.0,24894000000.0,6761000000.0,90146000000.0,50672000000.0,352755000000.0
2022-09-30,AMZN,70268000000.0,56833000000.0,2872000000.0,2525000000.0,,127101000000.0,137489000000.0,428362000000.0
2022-09-30,GOOGL,31158000000.0,37934000000.0,13910000000.0,17135000000.0,10273000000.0,69092000000.0,253626000000.0,358255000000.0
2022-09-30,META,5716000000.0,21998000000.0,4395000000.0,5664000000.0,9170000000.0,27714000000.0,124094000000.0,178894000000.0
2022-09-30,MSFT,15452000000.0,34670000000.0,17556000000.0,21518000000.0,6628000000.0,50122000000.0,173566000000.0,359784000000.0
2022-09-30,TSLA,16072000000.0,5382000000.0,3292000000.0,3688000000.0,733000000.0,21454000000.0,39851000000.0,74426000000.0
2022-10-31,NVDA,2754000000.0,3177000000.0,680000000.0,601000000.0,1945000000.0,5931000000.0,21349000000.0,40488000000.0
2022-12-31,AAPL,66822000000.0,50332000000.0,29998000000.0,36016000000.0,7709000000.0,117154000000.0,56727000000.0,346747000000.0
2022-12-31,AMZN,85640000000.0,63564000000.0,278000000.0,2737000000.0,,149204000000.0,146043000000.0,462675000000.0
2022-12-31,GOOGL,35342000000.0,40706000000.0,13624000000.0,18160000000.0,10267000000.0,76048000000.0,256144000000.0,365264000000.0
2022-12-31,META,8336000000.0,23829000000.0,4653000000.0,6398000000.0,9771000000.0,32165000000.0,125713000000.0,185727000000.0
2022-12-31,MSFT,17488000000.0,35259000000.0,16425000000.0,20399000000.0,6844000000.0,52747000000.0,183136000000.0,364552000000.0
2022-12-31,TSLA,18541000000.0,5777000000.0,3687000000.0,3901000000.0,810000000.0,24318000000.0,44704000000.0,82338000000.0
2023-01-31,NVDA,4822000000.0,2881000000.0,-2382000000.0,-2847000000.0,3538000000.0,7703000000.0,22101000000.0,41182000000.0
2023-03-31,AAPL,52860000000.0,41976000000.0,24160000000.0,28318000000.0,7457000000.0,94836000000.0,62158000000.0,332160000000.0
2023-03-31,AMZN,67791000000.0,59567000000.0,3172000000.0,4774000000.0,,127358000000.0,154526000000.0,464378000000.0
2023-03-31,GOOGL,30612000000.0,39175000000.0,15051000000.0,17415000000.0,11468000000.0,69787000000.0,260894000000.0,369491000000.0
2023-03-31,META,6108000000.0,22537000000.0,5709000000.0,7227000000.0,9381000000.0,28645000000.0,124795000000.0,184491000000.0
2023-03-31,MSFT,16128000000.0,36729000000.0,18299000000.0,22352000000.0,6984000000.0,52857000000.0,194683000000.0,380088000000.0
2023-03-31,TSLA,18818000000.0,4511000000.0,2513000000.0,2664000000.0,771000000.0,23329000000.0,48054000000.0,86833000000.0
2023-04-30,NVDA,2544000000.0,4648000000.0,2043000000.0,2140000000.0,1875000000.0,7192000000.0,24520000000.0,44460000000.0
2023-06-30,AAPL,45384000000.0,36413000000.0,19881000000.0,22998000000.0,7442000000.0,81797000000.0,60274000000.0,335038000000.0
2023-06-30,AMZN,69373000000.0,65010000000.0,6750000000.0,7681000000.0,,134383000000.0,168602000000.0,477607000000.0
2023-06-30,GOOGL,31916000000.0,42688000000.0,18368000000.0,21838000000.0,10588000000.0,74604000000.0,267141000000.0,383044000000.0
2023-06-30,META,5945000000.0,26054000000.0,7788000000.0,9392000000.0,9344000000.0,31999000000.0,134033000000.0,206688000000.0
2023-06-30,MSFT,16795000000.0,39394000000.0,20081000000.0,24254000000.0,6739000000.0,56189000000.0,206223000000.0,411976000000.0
2023-06-30,TSLA,20394000000.0,4533000000.0,2703000000.0,2399000000.0,943000000.0,24927000000.0,51130000000.0,90591000000.0
2023-07-31,NVDA,4045000000.0,9462000000.0,6188000000.0,6800000000.0,2040000000.0,13507000000.0,27501000000.0,49555000000.0
2023-09-30,AAPL,49071000000.0,40427000000.0,22956000000.0,26969000000.0,7307000000.0,89498000000.0,62146000000.0,352583000000.0
2023-09-30,AMZN,75022000000.0,68061000000.0,9879000000.0,11188000000.0,,143083000000.0,182973000000.0,486883000000.0
2023-09-30,GOOGL,33229000000.0,43464000000.0,19689000000.0,21343000000.0,11258000000.0,76693000000.0,273202000000.0,396711000000.0
2023-09-30,META,6210000000.0,27936000000.0,11583000000.0,13748000000.0,9241000000.0,34146000000.0,142873000000.0,216274000000.0
2023-09-30,MSFT,16302000000.0,40215000000.0,22291000000.0,26895000000.0,6659000000.0,56517000000.0,220714000000.0,445785000000.0
2023-09-30,TSLA,19172000000.0,4178000000.0,1853000000.0,1764000000.0,1161000000.0,23350000000.0,53466000000.0,93941000000.0
2023-10-31,NVDA,4720000000.0,13400000000.0,9243000000.0,10417000000.0,2294000000.0,18120000000.0,33265000000.0,54148000000.0
2023-12-31,AAPL,64720000000.0,54855000000.0,33916000000.0,40373000000.0,7696000000.0,119575000000.0,74100000000.0,353514000000.0
2023-12-31,AMZN,92553000000.0,77408000000.0,10624000000.0,13209000000.0,,169961000000.0,201875000000.0,527854000000.0
2023-12-31,GOOGL,37575000000.0,48735000000.0,20687000000.0,23697000000.0,12113000000.0,86310000000.0,283379000000.0,402392000000.0
2023-12-31,META,7696000000.0,32416000000.0,14018000000.0,16384000000.0,10517000000.0,40112000000.0,153168000000.0,229623000000.0
2023-12-31,MSFT,19623000000.0,42397000000.0,21870000000.0,27032000000.0,7142000000.0,62020000000.0,238268000000.0,470558000000.0
2023-12-31,TSLA,20729000000.0,4438000000.0,7928000000.0,2064000000.0,1094000000.0,25167000000.0,62634000000.0,106618000000.0
2024-01-31,NVDA,7221000000.0,32778000000.0,26806000000.0,30004000000.0,3288000000.0,39999000000.0,42978000000.0,65728000000.0
2024-03-31,AAPL,48482000000.0,42271000000.0,23636000000.0,27900000000.0,7903000000.0,90753000000.0,74194000000.0,337411000000.0
2024-03-31,AMZN,72633000000.0,70680000000.0,10431000000.0,15307000000.0,,143313000000.0,216661000000.0,530969000000.0
2024-03-31,GOOGL,33712000000.0,46827000000.0,23662000000.0,25472000000.0,11903000000.0,80539000000.0,292844000000.0,407350000000.0
2024-03-31,META,6640000000.0,29815000000.0,12369000000.0,13818000000.0,9978000000.0,36455000000.0,149529000000.0,222844000000.0
2024-03-31,MSFT,18505000000.0,43353000000.0,21939000000.0,27581000000.0,7653000000.0,61858000000.0,253152000000.0,484275000000.0
2024-03-31,TSLA,17605000000.0,3696000000.0,1129000000.0,1171000000.0,1151000000.0,21301000000.0,64378000000.0,109226000000.0
2024-04-30,NVDA,5638000000.0,20406000000.0,14881000000.0,16909000000.0,2720000000.0,26044000000.0,49142000000.0,77072000000.0
2024-06-30,AAPL,46099000000.0,39678000000.0,21448000000.0,25352000000.0,8006000000.0,85777000000.0,66708000000.0,331612000000.0
2024-06-30,AMZN,73785000000.0,74192000000.0,13485000000.0,14672000000.0,,147977000000.0,236447000000.0,554818000000.0
2024-06-30,GOOGL,35507000000.0,49235000000.0,23619000000.0,27425000000.0,11860000000.0,84742000000.0,300753000000.0,414770000000.0
2024-06-30,META,7308000000.0,31763000000.0,13465000000.0,14847000000.0,10537000000.0,39071000000.0,156763000000.0,230238000000.0
2024-06-30,MSFT,,,,,,,268477000000.0,512163000000.0
2024-06-30,TSLA,20922000000.0,4578000000.0,1478000000.0,1605000000.0,1074000000.0,25500000000.0,66468000000.0,112832000000.0
2024-07-31,NVDA,7466000000.0,22574000000.0,16599000000.0,18642000000.0,3090000000.0,30040000000.0,58157000000.0,85227000000.0
2024-09-30,AAPL,51051000000.0,43879000000.0,14736000000.0,29591000000.0,7765000000.0,94930000000.0,56950000000.0,364980000000.0
2024-09-30,AMZN,80977000000.0,77900000000.0,15328000000.0,17411000000.0,,158877000000.0,259151000000.0,584626000000.0
2024-09-30,GOOGL,36474000000.0,51794000000.0,26301000000.0,28521000000.0,12447000000.0,88268000000.0,314119000000.0,430266000000.0
2024-09-30,META,7375000000.0,33214000000.0,15688000000.0,17350000000.0,11177000000.0,40589000000.0,164529000000.0,256408000000.0
2024-09-30,MSFT,20099000000.0,45486000000.0,24667000000.0,30552000000.0,7544000000.0,65585000000.0,287723000000.0,523013000000.0
2024-09-30,TSLA,20185000000.0,4997000000.0,2167000000.0,2717000000.0,1039000000.0,25182000000.0,69931000000.0,119852000000.0
2024-10-31,NVDA,8926000000.0,26156000000.0,19309000000.0,21869000000.0,3390000000.0,35082000000.0,65899000000.0,96013000000.0
2024-12-31,AAPL,66025000000.0,58275000000.0,36330000000.0,42832000000.0,8268000000.0,124300000000.0,66758000000.0,344085000000.0
2024-12-31,AMZN,98893000000.0,88899000000.0,20004000000.0,21203000000.0,,187792000000.0,285970000000.0,624894000000.0
2024-12-31,GOOGL,40613000000.0,55856000000.0,26536000000.0,30972000000.0,13116000000.0,96469000000.0,325084000000.0,450256000000.0
2024-12-31,META,8838000000.0,39548000000.0,20838000000.0,23365000000.0,12181000000.0,48386000000.0,182637000000.0,276054000000.0
2024-12-31,MSFT,21799000000.0,47833000000.0,24108000000.0,31653000000.0,7917000000.0,69632000000.0,302695000000.0,533898000000.0
2024-12-31,TSLA,21528000000.0,4179000000.0,2317000000.0,1583000000.0,1276000000.0,25707000000.0,72913000000.0,122070000000.0
2025-01-31,NVDA,21330000000.0,70348000000.0,55406000000.0,62096000000.0,6705000000.0,91678000000.0,79327000000.0,111601000000.0
2025-03-31,AAPL,50492000000.0,44867000000.0,24780000000.0,29589000000.0,8550000000.0,95359000000.0,66796000000.0,331233000000.0
2025-03-31,AMZN,76976000000.0,78691000000.0,17127000000.0,18405000000.0,,155667000000.0,305867000000.0,643256000000.0
2025-03-31,GOOGL,36361000000.0,53873000000.0,34540000000.0,30606000000.0,13556000000.0,90234000000.0,345267000000.0,475374000000.0
2025-03-31,META,7572000000.0,34742000000.0,16644000000.0,17555000000.0,12150000000.0,42314000000.0,185029000000.0,280213000000.0
2025-03-31,MSFT,21919000000.0,48147000000.0,25824000000.0,32000000000.0,8198000000.0,70066000000.0,321891000000.0,562624000000.0
2025-03-31,TSLA,16182000000.0,3153000000.0,409000000.0,399000000.0,1409000000.0,19335000000.0,74653000000.0,125111000000.0
2025-04-30,NVDA,17394000000.0,26668000000.0,18775000000.0,21638000000.0,3989000000.0,44062000000.0,83843000000.0,125254000000.0
2025-06-30,AAPL,50318000000.0,43718000000.0,23434000000.0,28202000000.0,8866000000.0,94036000000.0,65830000000.0,331495000000.0
2025-06-30,AMZN,80809000000.0,86893000000.0,18164000000.0,19171000000.0,,167702000000.0,333775000000.0,682170000000.0
2025-06-30,GOOGL,39039000000.0,57389000000.0,28196000000.0,31271000000.0,13808000000.0,96428000000.0,362916000000.0,502053000000.0
2025-06-30,META,8491000000.0,39025000000.0,18337000000.0,20441000000.0,12942000000.0,47516000000.0,195070000000.0,294744000000.0
2025-06-30,MSFT,24014000000.0,52427000000.0,27233000000.0,34323000000.0,8829000000.0,76441000000.0,343479000000.0,619003000000.0
2025-06-30,TSLA,18618000000.0,3878000000.0,1172000000.0,923000000.0,1589000000.0,22496000000.0,77314000000.0,128567000000.0
2025-07-31,NVDA,12890000000.0,33853000000.0,26422000000.0,28440000000.0,4291000000.0,46743000000.0,100131000000.0,140740000000.0
2025-09-30,AAPL,54125000000.0,48341000000.0,27466000000.0,32427000000.0,8866000000.0,102466000000.0,73733000000.0,359241000000.0
2025-09-30,AMZN,88670000000.0,91499000000.0,21187000000.0,17422000000.0,,180169000000.0,369631000000.0,727921000000.0
2025-09-30,GOOGL,41369000000.0,60977000000.0,34979000000.0,31228000000.0,15151000000.0,102346000000.0,386867000000.0,536469000000.0
2025-09-30,META,9206000000.0,42036000000.0,2709000000.0,20535000000.0,15144000000.0,51242000000.0,194066000000.0,303844000000.0
2025-09-30,MSFT,24043000000.0,53630000000.0,27747000000.0,37961000000.0,8146000000.0,77673000000.0,363076000000.0,636351000000.0
2025-09-30,TSLA,23041000000.0,5054000000.0,1373000000.0,1624000000.0,1630000000.0,28095000000.0,79970000000.0,133735000000.0
2025-10-31,NVDA,15157000000.0,41849000000.0,31910000000.0,36010000000.0,4705000000.0,57006000000.0,118897000000.0,161148000000.0
2025-12-31,AAPL,74525000000.0,69231000000.0,42097000000.0,50852000000.0,10887000000.0,143756000000.0,88190000000.0,379297000000.0
2025-12-31,AMZN,109959000000.0,103427000000.0,21192000000.0,24977000000.0,,213386000000.0,411065000000.0,818042000000.0
2025-12-31,GOOGL,45766000000.0,68062000000.0,34455000000.0,35934000000.0,18572000000.0,113828000000.0,415265000000.0,595281000000.0
2025-12-31,META,10906000000.0,48988000000.0,22768000000.0,24745000000.0,17136000000.0,59894000000.0,217243000000.0,366021000000.0
2025-12-31,MSFT,25978000000.0,55295000000.0,38458000000.0,38275000000.0,8504000000.0,81273000000.0,390875000000.0,665302000000.0
2025-12-31,TSLA,19892000000.0,5009000000.0,840000000.0,1409000000.0,1783000000.0,24901000000.0,82137000000.0,137806000000.0
2026-01-31,NVDA,17034000000.0,51093000000.0,42960000000.0,44299000000.0,5512000000.0,68127000000.0,157293000000.0,206803000000.0
