date,ticker,measure,value
2019-09-30,AMZN,revenue,69981000000.0
2019-12-31,AMZN,revenue,87437000000.0
2020-03-31,AMZN,revenue,75452000000.0
2020-06-30,AMZN,revenue,88912000000.0
2020-09-30,AMZN,revenue,96145000000.0
2020-12-31,AMZN,revenue,125555000000.0
2021-03-31,AMZN,revenue,108518000000.0
2021-06-30,AMZN,revenue,113080000000.0
2021-09-30,AMZN,revenue,110812000000.0
2021-12-31,AMZN,revenue,137412000000.0
2022-03-31,AMZN,revenue,116444000000.0
2022-06-30,AMZN,revenue,121234000000.0
2022-09-30,AMZN,revenue,127101000000.0
2022-12-31,AMZN,revenue,149204000000.0
2023-03-31,AMZN,revenue,127358000000.0
2023-06-30,AMZN,revenue,134383000000.0
2023-09-30,AMZN,revenue,143083000000.0
2023-12-31,AMZN,revenue,169961000000.0
2024-03-31,AMZN,revenue,143313000000.0
2024-06-30,AMZN,revenue,147977000000.0
2024-09-30,AMZN,revenue,158877000000.0
2024-12-31,AMZN,revenue,187792000000.0
2025-03-31,AMZN,revenue,155667000000.0
2025-06-30,AMZN,revenue,167702000000.0
2025-09-30,AMZN,revenue,180169000000.0
2025-12-31,AMZN,revenue,213386000000.0
2014-12-31,AMZN,stockholders_equity,10741000000.0
2015-03-31,AMZN,stockholders_equity,10873000000.0
2015-06-30,AMZN,stockholders_equity,11768000000.0
2015-09-30,AMZN,stockholders_equity,12430000000.0
2015-12-31,AMZN,stockholders_equity,13384000000.0
2016-03-31,AMZN,stockholders_equity,14756000000.0
2016-06-30,AMZN,stockholders_equity,16538000000.0
2016-09-30,AMZN,stockholders_equity,17782000000.0
2016-12-31,AMZN,stockholders_equity,19285000000.0
2017-03-31,AMZN,stockholders_equity,21674000000.0
2017-06-30,AMZN,stockholders_equity,23214000000.0
2017-09-30,AMZN,stockholders_equity,24658000000.0
2017-12-31,AMZN,stockholders_equity,27709000000.0
2018-03-31,AMZN,stockholders_equity,31463000000.0
2018-06-30,AMZN,stockholders_equity,34995000000.0
2018-09-30,AMZN,stockholders_equity,39125000000.0
2018-12-31,AMZN,stockholders_equity,43549000000.0
2019-03-31,AMZN,stockholders_equity,48410000000.0
2019-06-30,AMZN,stockholders_equity,53061000000.0
2019-09-30,AMZN,stockholders_equity,56508000000.0
2019-12-31,AMZN,stockholders_equity,62060000000.0
2020-03-31,AMZN,stockholders_equity,65272000000.0
2020-06-30,AMZN,stockholders_equity,73728000000.0
2020-09-30,AMZN,stockholders_equity,82775000000.0
2020-12-31,AMZN,stockholders_equity,93404000000.0
2021-03-31,AMZN,stockholders_equity,103320000000.0
2021-06-30,AMZN,stockholders_equity,114803000000.0
2021-09-30,AMZN,stockholders_equity,120564000000.0
2021-12-31,AMZN,stockholders_equity,138245000000.0
2022-03-31,AMZN,stockholders_equity,134001000000.0
2022-06-30,AMZN,stockholders_equity,131402000000.0
2022-09-30,AMZN,stockholders_equity,137489000000.0
2022-12-31,AMZN,stockholders_equity,146043000000.0
2023-03-31,AMZN,stockholders_equity,154526000000.0
2023-06-30,AMZN,stockholders_equity,168602000000.0
2023-09-30,AMZN,stockholders_equity,182973000000.0
2023-12-31,AMZN,stockholders_equity,201875000000.0
2024-03-31,AMZN,stockholders_equity,216661000000.0
2024-06-30,AMZN,stockholders_equity,236447000000.0
2024-09-30,AMZN,stockholders_equity,259151000000.0
2024-12-31,AMZN,stockholders_equity,285970000000.0
2025-03-31,AMZN,stockholders_equity,305867000000.0
2025-06-30,AMZN,stockholders_equity,333775000000.0
2025-09-30,AMZN,stockholders_equity,369631000000.0
2025-12-31,AMZN,stockholders_equity,411065000000.0
2014-12-31,AMZN,total_assets,54505000000.0
2015-03-31,AMZN,total_assets,50075000000.0
2015-06-30,AMZN,total_assets,52440000000.0
2015-09-30,AMZN,total_assets,56230000000.0
2015-12-31,AMZN,total_assets,65444000000.0
2016-03-31,AMZN,total_assets,61128000000.0
2016-06-30,AMZN,total_assets,65076000000.0
2016-09-30,AMZN,total_assets,70897000000.0
2016-12-31,AMZN,total_assets,83402000000.0
2017-03-31,AMZN,total_assets,80969000000.0
2017-06-30,AMZN,total_assets,87781000000.0
2017-09-30,AMZN,total_assets,115267000000.0
2017-12-31,AMZN,total_assets,131310000000.0
2018-03-31,AMZN,total_assets,126362000000.0
2018-06-30,AMZN,total_assets,134100000000.0
2018-09-30,AMZN,total_assets,143695000000.0
2018-12-31,AMZN,total_assets,162648000000.0
2019-03-31,AMZN,total_assets,178102000000.0
2019-06-30,AMZN,total_assets,191351000000.0
2019-09-30,AMZN,total_assets,199099000000.0
2019-12-31,AMZN,total_assets,225248000000.0
2020-03-31,AMZN,total_assets,221238000000.0
2020-06-30,AMZN,total_assets,258314000000.0
2020-09-30,AMZN,total_assets,282179000000.0
2020-12-31,AMZN,total_assets,321195000000.0
2021-03-31,AMZN,total_assets,323077000000.0
2021-06-30,AMZN,total_assets,360319000000.0
2021-09-30,AMZN,total_assets,382406000000.0
2021-12-31,AMZN,total_assets,420549000000.0
2022-03-31,AMZN,total_assets,410767000000.0
2022-06-30,AMZN,total_assets,419728000000.0
2022-09-30,AMZN,total_assets,428362000000.0
2022-12-31,AMZN,total_assets,462675000000.0
2023-03-31,AMZN,total_assets,464378000000.0
2023-06-30,AMZN,total_assets,477607000000.0
2023-09-30,AMZN,total_assets,486883000000.0
2023-12-31,AMZN,total_assets,527854000000.0
2024-03-31,AMZN,total_assets,530969000000.0
2024-06-30,AMZN,total_assets,554818000000.0
2024-09-30,AMZN,total_assets,584626000000.0
2024-12-31,AMZN,total_assets,624894000000.0
2025-03-31,AMZN,total_assets,643256000000.0
2025-06-30,AMZN,total_assets,682170000000.0
2025-09-30,AMZN,total_assets,727921000000.0
2025-12-31,AMZN,total_assets,818042000000.0
2015-09-30,GOOGL,cost_of_revenue,7037000000.0
2016-03-31,GOOGL,cost_of_revenue,7648000000.0
2016-06-30,GOOGL,cost_of_revenue,8130000000.0
2016-09-30,GOOGL,cost_of_revenue,8699000000.0
2016-12-31,GOOGL,cost_of_revenue,10661000000.0
2017-03-31,GOOGL,cost_of_revenue,9795000000.0
2017-06-30,GOOGL,cost_of_revenue,10373000000.0
2017-09-30,GOOGL,cost_of_revenue,11148000000.0
2017-12-31,GOOGL,cost_of_revenue,14267000000.0
2018-03-31,GOOGL,cost_of_revenue,13467000000.0
2018-06-30,GOOGL,cost_of_revenue,13883000000.0
2018-09-30,GOOGL,cost_of_revenue,14281000000.0
2018-12-31,GOOGL,cost_of_revenue,17918000000.0
2019-03-31,GOOGL,cost_of_revenue,16012000000.0
2019-06-30,GOOGL,cost_of_revenue,17296000000.0
2019-09-30,GOOGL,cost_of_revenue,17568000000.0
2019-12-31,GOOGL,cost_of_revenue,21020000000.0
2020-03-31,GOOGL,cost_of_revenue,18982000000.0
2020-06-30,GOOGL,cost_of_revenue,18553000000.0
2020-09-30,GOOGL,cost_of_revenue,21117000000.0
2020-12-31,GOOGL,cost_of_revenue,26080000000.0
2021-03-31,GOOGL,cost_of_revenue,24103000000.0
2021-06-30,GOOGL,cost_of_revenue,26227000000.0
2021-09-30,GOOGL,cost_of_revenue,27621000000.0
2021-12-31,GOOGL,cost_of_revenue,32988000000.0
2022-03-31,GOOGL,cost_of_revenue,29599000000.0
2022-06-30,GOOGL,cost_of_revenue,30104000000.0
2022-09-30,GOOGL,cost_of_revenue,31158000000.0
2022-12-31,GOOGL,cost_of_revenue,35342000000.0
2023-03-31,GOOGL,cost_of_revenue,30612000000.0
2023-06-30,GOOGL,cost_of_revenue,31916000000.0
2023-09-30,GOOGL,cost_of_revenue,33229000000.0
2023-12-31,GOOGL,cost_of_revenue,37575000000.0
2024-03-31,GOOGL,cost_of_revenue,33712000000.0
2024-06-30,GOOGL,cost_of_revenue,35507000000.0
2024-09-30,GOOGL,cost_of_revenue,36474000000.0
2024-12-31,GOOGL,cost_of_revenue,40613000000.0
2025-03-31,GOOGL,cost_of_revenue,36361000000.0
2025-06-30,GOOGL,cost_of_revenue,39039000000.0
2025-09-30,GOOGL,cost_of_revenue,41369000000.0
2025-12-31,GOOGL,cost_of_revenue,45766000000.0
2015-09-30,GOOGL,gross_profit,11638000000.0
2016-03-31,GOOGL,gross_profit,12609000000.0
2016-06-30,GOOGL,gross_profit,13370000000.0
2016-09-30,GOOGL,gross_profit,13752000000.0
2016-12-31,GOOGL,gross_profit,15403000000.0
2017-03-31,GOOGL,gross_profit,14955000000.0
2017-06-30,GOOGL,gross_profit,15637000000.0
2017-09-30,GOOGL,gross_profit,16624000000.0
2017-12-31,GOOGL,gross_profit,18056000000.0
2018-03-31,GOOGL,gross_profit,17679000000.0
2018-06-30,GOOGL,gross_profit,18774000000.0
2018-09-30,GOOGL,gross_profit,19459000000.0
2018-12-31,GOOGL,gross_profit,21358000000.0
2019-03-31,GOOGL,gross_profit,20327000000.0
2019-06-30,GOOGL,gross_profit,21648000000.0
2019-09-30,GOOGL,gross_profit,22931000000.0
2019-12-31,GOOGL,gross_profit,25055000000.0
2020-03-31,GOOGL,gross_profit,22177000000.0
2020-06-30,GOOGL,gross_profit,19744000000.0
2020-09-30,GOOGL,gross_profit,25056000000.0
2020-12-31,GOOGL,gross_profit,30818000000.0
2021-03-31,GOOGL,gross_profit,31211000000.0
2021-06-30,GOOGL,gross_profit,35653000000.0
2021-09-30,GOOGL,gross_profit,37497000000.0
2021-12-31,GOOGL,gross_profit,42337000000.0
2022-03-31,GOOGL,gross_profit,38412000000.0
2022-06-30,GOOGL,gross_profit,39581000000.0
2022-09-30,GOOGL,gross_profit,37934000000.0
2022-12-31,GOOGL,gross_profit,40706000000.0
2023-03-31,GOOGL,gross_profit,39175000000.0
2023-06-30,GOOGL,gross_profit,42688000000.0
2023-09-30,GOOGL,gross_profit,43464000000.0
2023-12-31,GOOGL,gross_profit,48735000000.0
2024-03-31,GOOGL,gross_profit,46827000000.0
2024-06-30,GOOGL,gross_profit,49235000000.0
2024-09-30,GOOGL,gross_profit,51794000000.0
2024-12-31,GOOGL,gross_profit,55856000000.0
2025-03-31,GOOGL,gross_profit,53873000000.0
2025-06-30,GOOGL,gross_profit,57389000000.0
2025-09-30,GOOGL,gross_profit,60977000000.0
2025-12-31,GOOGL,gross_profit,68062000000.0
2015-09-30,GOOGL,net_income,3979000000.0
2016-03-31,GOOGL,net_income,4207000000.0
2016-06-30,GOOGL,net_income,4877000000.0
2016-09-30,GOOGL,net_income,5061000000.0
2016-12-31,GOOGL,net_income,5333000000.0
2017-03-31,GOOGL,net_income,5426000000.0
2017-06-30,GOOGL,net_income,3524000000.0
2017-09-30,GOOGL,net_income,6732000000.0
2017-12-31,GOOGL,net_income,-3020000000.0
2018-03-31,GOOGL,net_income,9401000000.0
2018-06-30,GOOGL,net_income,3195000000.0
2018-09-30,GOOGL,net_income,9192000000.0
2018-12-31,GOOGL,net_income,8948000000.0
2019-03-31,GOOGL,net_income,6657000000.0
2019-06-30,GOOGL,net_income,9947000000.0
2019-09-30,GOOGL,net_income,7068000000.0
2019-12-31,GOOGL,net_income,10671000000.0
2020-03-31,GOOGL,net_income,6836000000.0
2020-06-30,GOOGL,net_income,6959000000.0
2020-09-30,GOOGL,net_income,11247000000.0
2020-12-31,GOOGL,net_income,15227000000.0
2021-03-31,GOOGL,net_income,17930000000.0
2021-06-30,GOOGL,net_income,18525000000.0
2021-09-30,GOOGL,net_income,18936000000.0
2021-12-31,GOOGL,net_income,20642000000.0
2022-03-31,GOOGL,net_income,16436000000.0
2022-06-30,GOOGL,net_income,16002000000.0
2022-09-30,GOOGL,net_income,13910000000.0
2022-12-31,GOOGL,net_income,13624000000.0
2023-03-31,GOOGL,net_income,15051000000.0
2023-06-30,GOOGL,net_income,18368000000.0
2023-09-30,GOOGL,net_income,19689000000.0
2023-12-31,GOOGL,net_income,20687000000.0
2024-03-31,GOOGL,net_income,23662000000.0
2024-06-30,GOOGL,net_income,23619000000.0
2024-09-30,GOOGL,net_income,26301000000.0
2024-12-31,GOOGL,net_income,26536000000.0
2025-03-31,GOOGL,net_income,34540000000.0
2025-06-30,GOOGL,net_income,28196000000.0
2025-09-30,GOOGL,net_income,34979000000.0
2025-12-31,GOOGL,net_income,34455000000.0
2015-09-30,GOOGL,operating_income,4708000000.0
2016-03-31,GOOGL,operating_income,5342000000.0
2016-06-30,GOOGL,operating_income,5968000000.0
2016-09-30,GOOGL,operating_income,5767000000.0
2016-12-31,GOOGL,operating_income,6639000000.0
2017-03-31,GOOGL,operating_income,6568000000.0
2017-06-30,GOOGL,operating_income,4132000000.0
2017-09-30,GOOGL,operating_income,7782000000.0
2017-12-31,GOOGL,operating_income,7664000000.0
2018-03-31,GOOGL,operating_income,7001000000.0
2018-06-30,GOOGL,operating_income,2807000000.0
2018-09-30,GOOGL,operating_income,8310000000.0
2018-12-31,GOOGL,operating_income,8203000000.0
2019-03-31,GOOGL,operating_income,6608000000.0
2019-06-30,GOOGL,operating_income,9180000000.0
2019-09-30,GOOGL,operating_income,9177000000.0
2019-12-31,GOOGL,operating_income,9266000000.0
2020-03-31,GOOGL,operating_income,7977000000.0
2020-06-30,GOOGL,operating_income,6383000000.0
2020-09-30,GOOGL,operating_income,11213000000.0
2020-12-31,GOOGL,operating_income,15651000000.0
2021-03-31,GOOGL,operating_income,16437000000.0
2021-06-30,GOOGL,operating_income,19361000000.0
2021-09-30,GOOGL,operating_income,21031000000.0
2021-12-31,GOOGL,operating_income,21885000000.0
2022-03-31,GOOGL,operating_income,20094000000.0
2022-06-30,GOOGL,operating_income,19453000000.0
2022-09-30,GOOGL,operating_income,17135000000.0
2022-12-31,GOOGL,operating_income,18160000000.0
2023-03-31,GOOGL,operating_income,17415000000.0
2023-06-30,GOOGL,operating_income,21838000000.0
2023-09-30,GOOGL,operating_income,21343000000.0
2023-12-31,GOOGL,operating_income,23697000000.0
2024-03-31,GOOGL,operating_income,25472000000.0
2024-06-30,GOOGL,operating_income,27425000000.0
2024-09-30,GOOGL,operating_income,28521000000.0
2024-12-31,GOOGL,operating_income,30972000000.0
2025-03-31,GOOGL,operating_income,30606000000.0
2025-06-30,GOOGL,operating_income,31271000000.0
2025-09-30,GOOGL,operating_income,31228000000.0
2025-12-31,GOOGL,operating_income,35934000000.0
2015-09-30,GOOGL,rd_expense,3230000000.0
2016-03-31,GOOGL,rd_expense,3367000000.0
2016-06-30,GOOGL,rd_expense,3363000000.0
2016-09-30,GOOGL,rd_expense,3596000000.0
2016-12-31,GOOGL,rd_expense,3622000000.0
2017-03-31,GOOGL,rd_expense,3942000000.0
2017-06-30,GOOGL,rd_expense,4172000000.0
2017-09-30,GOOGL,rd_expense,4205000000.0
2017-12-31,GOOGL,rd_expense,4306000000.0
2018-03-31,GOOGL,rd_expense,5039000000.0
2018-06-30,GOOGL,rd_expense,5114000000.0
2018-09-30,GOOGL,rd_expense,5232000000.0
2018-12-31,GOOGL,rd_expense,6034000000.0
2019-03-31,GOOGL,rd_expense,6029000000.0
2019-06-30,GOOGL,rd_expense,6213000000.0
2019-09-30,GOOGL,rd_expense,6554000000.0
2019-12-31,GOOGL,rd_expense,7222000000.0
2020-03-31,GOOGL,rd_expense,6820000000.0
2020-06-30,GOOGL,rd_expense,6875000000.0
2020-09-30,GOOGL,rd_expense,6856000000.0
2020-12-31,GOOGL,rd_expense,7022000000.0
2021-03-31,GOOGL,rd_expense,7485000000.0
2021-06-30,GOOGL,rd_expense,7675000000.0
2021-09-30,GOOGL,rd_expense,7694000000.0
2021-12-31,GOOGL,rd_expense,8708000000.0
2022-03-31,GOOGL,rd_expense,9119000000.0
2022-06-30,GOOGL,rd_expense,9841000000.0
2022-09-30,GOOGL,rd_expense,10273000000.0
2022-12-31,GOOGL,rd_expense,10267000000.0
2023-03-31,GOOGL,rd_expense,11468000000.0
2023-06-30,GOOGL,rd_expense,10588000000.0
2023-09-30,GOOGL,rd_expense,11258000000.0
2023-12-31,GOOGL,rd_expense,12113000000.0
2024-03-31,GOOGL,rd_expense,11903000000.0
2024-06-30,GOOGL,rd_expense,11860000000.0
2024-09-30,GOOGL,rd_expense,12447000000.0
2024-12-31,GOOGL,rd_expense,13116000000.0
2025-03-31,GOOGL,rd_expense,13556000000.0
2025-06-30,GOOGL,rd_expense,13808000000.0
2025-09-30,GOOGL,rd_expense,15151000000.0
2025-12-31,GOOGL,rd_expense,18572000000.0
2015-09-30,GOOGL,revenue,18675000000.0
2016-03-31,GOOGL,revenue,20257000000.0
2016-06-30,GOOGL,revenue,21500000000.0
2016-09-30,GOOGL,revenue,22451000000.0
2016-12-31,GOOGL,revenue,26064000000.0
2017-03-31,GOOGL,revenue,24750000000.0
2017-06-30,GOOGL,revenue,26010000000.0
2017-09-30,GOOGL,revenue,27772000000.0
2017-12-31,GOOGL,revenue,32323000000.0
2018-03-31,GOOGL,revenue,31146000000.0
2018-06-30,GOOGL,revenue,32657000000.0
2018-09-30,GOOGL,revenue,33740000000.0
2018-12-31,GOOGL,revenue,39276000000.0
2019-03-31,GOOGL,revenue,36339000000.0
2019-06-30,GOOGL,revenue,38944000000.0
2019-09-30,GOOGL,revenue,40499000000.0
2019-12-31,GOOGL,revenue,46075000000.0
2020-03-31,GOOGL,revenue,41159000000.0
2020-06-30,GOOGL,revenue,38297000000.0
2020-09-30,GOOGL,revenue,46173000000.0
2020-12-31,GOOGL,revenue,56898000000.0
2021-03-31,GOOGL,revenue,55314000000.0
2021-06-30,GOOGL,revenue,61880000000.0
2021-09-30,GOOGL,revenue,65118000000.0
2021-12-31,GOOGL,revenue,75325000000.0
2022-03-31,GOOGL,revenue,68011000000.0
2022-06-30,GOOGL,revenue,69685000000.0
2022-09-30,GOOGL,revenue,69092000000.0
2022-12-31,GOOGL,revenue,76048000000.0
2023-03-31,GOOGL,revenue,69787000000.0
2023-06-30,GOOGL,revenue,74604000000.0
2023-09-30,GOOGL,revenue,76693000000.0
2023-12-31,GOOGL,revenue,86310000000.0
2024-03-31,GOOGL,revenue,80539000000.0
2024-06-30,GOOGL,revenue,84742000000.0
2024-09-30,GOOGL,revenue,88268000000.0
2024-12-31,GOOGL,revenue,96469000000.0
2025-03-31,GOOGL,revenue,90234000000.0
2025-06-30,GOOGL,revenue,96428000000.0
2025-09-30,GOOGL,revenue,102346000000.0
2025-12-31,GOOGL,revenue,113828000000.0
2015-09-30,GOOGL,stockholders_equity,116241000000.0
2015-12-31,GOOGL,stockholders_equity,120331000000.0
2016-03-31,GOOGL,stockholders_equity,123569000000.0
2016-06-30,GOOGL,stockholders_equity,127879000000.0
2016-09-30,GOOGL,stockholders_equity,134103000000.0
2016-12-31,GOOGL,stockholders_equity,139036000000.0
2017-03-31,GOOGL,stockholders_equity,144949000000.0
2017-06-30,GOOGL,stockholders_equity,148286000000.0
2017-09-30,GOOGL,stockholders_equity,157100000000.0
2017-12-31,GOOGL,stockholders_equity,152502000000.0
2018-03-31,GOOGL,stockholders_equity,160825000000.0
2018-06-30,GOOGL,stockholders_equity,162000000000.0
2018-09-30,GOOGL,stockholders_equity,169840000000.0
2018-12-31,GOOGL,stockholders_equity,177628000000.0
2019-03-31,GOOGL,stockholders_equity,183472000000.0
2019-06-30,GOOGL,stockholders_equity,192192000000.0
2019-09-30,GOOGL,stockholders_equity,194969000000.0
2019-12-31,GOOGL,stockholders_equity,201442000000.0
2020-03-31,GOOGL,stockholders_equity,203659000000.0
2020-06-30,GOOGL,stockholders_equity,207322000000.0
2020-09-30,GOOGL,stockholders_equity,212920000000.0
2020-12-31,GOOGL,stockholders_equity,222544000000.0
2021-03-31,GOOGL,stockholders_equity,230013000000.0
2021-06-30,GOOGL,stockholders_equity,237565000000.0
2021-09-30,GOOGL,stockholders_equity,244567000000.0
2021-12-31,GOOGL,stockholders_equity,251635000000.0
2022-03-31,GOOGL,stockholders_equity,254004000000.0
2022-06-30,GOOGL,stockholders_equity,255419000000.0
2022-09-30,GOOGL,stockholders_equity,253626000000.0
2022-12-31,GOOGL,stockholders_equity,256144000000.0
2023-03-31,GOOGL,stockholders_equity,260894000000.0
2023-06-30,GOOGL,stockholders_equity,267141000000.0
2023-09-30,GOOGL,stockholders_equity,273202000000.0
2023-12-31,GOOGL,stockholders_equity,283379000000.0
2024-03-31,GOOGL,stockholders_equity,292844000000.0
2024-06-30,GOOGL,stockholders_equity,300753000000.0
2024-09-30,GOOGL,stockholders_equity,314119000000.0
2024-12-31,GOOGL,stockholders_equity,325084000000.0
2025-03-31,GOOGL,stockholders_equity,345267000000.0
2025-06-30,GOOGL,stockholders_equity,362916000000.0
2025-09-30,GOOGL,stockholders_equity,386867000000.0
2025-12-31,GOOGL,stockholders_equity,415265000000.0
2015-09-30,GOOGL,total_assets,144281000000.0
2015-12-31,GOOGL,total_assets,147461000000.0
2016-03-31,GOOGL,total_assets,149747000000.0
2016-06-30,GOOGL,total_assets,154292000000.0
2016-09-30,GOOGL,total_assets,159948000000.0
2016-12-31,GOOGL,total_assets,167497000000.0
2017-03-31,GOOGL,total_assets,172756000000.0
2017-06-30,GOOGL,total_assets,178621000000.0
2017-09-30,GOOGL,total_assets,189536000000.0
2017-12-31,GOOGL,total_assets,197295000000.0
2018-03-31,GOOGL,total_assets,206935000000.0
2018-06-30,GOOGL,total_assets,211610000000.0
2018-09-30,GOOGL,total_assets,221538000000.0
2018-12-31,GOOGL,total_assets,232792000000.0
2019-03-31,GOOGL,total_assets,245349000000.0
2019-06-30,GOOGL,total_assets,257101000000.0
2019-09-30,GOOGL,total_assets,263044000000.0
2019-12-31,GOOGL,total_assets,275909000000.0
2020-03-31,GOOGL,total_assets,273403000000.0
2020-06-30,GOOGL,total_assets,278492000000.0
2020-09-30,GOOGL,total_assets,299243000000.0
2020-12-31,GOOGL,total_assets,319616000000.0
2021-03-31,GOOGL,total_assets,327095000000.0
2021-06-30,GOOGL,total_assets,335387000000.0
2021-09-30,GOOGL,total_assets,347403000000.0
2021-12-31,GOOGL,total_assets,359268000000.0
2022-03-31,GOOGL,total_assets,357096000000.0
2022-06-30,GOOGL,total_assets,355185000000.0
2022-09-30,GOOGL,total_assets,358255000000.0
2022-12-31,GOOGL,total_assets,365264000000.0
2023-03-31,GOOGL,total_assets,369491000000.0
2023-06-30,GOOGL,total_assets,383044000000.0
2023-09-30,GOOGL,total_assets,396711000000.0
2023-12-31,GOOGL,total_assets,402392000000.0
2024-03-31,GOOGL,total_assets,407350000000.0
2024-06-30,GOOGL,total_assets,414770000000.0
2024-09-30,GOOGL,total_assets,430266000000.0
2024-12-31,GOOGL,total_assets,450256000000.0
2025-03-31,GOOGL,total_assets,475374000000.0
2025-06-30,GOOGL,total_assets,502053000000.0
2025-09-30,GOOGL,total_assets,536469000000.0
2025-12-31,GOOGL,total_assets,595281000000.0
2015-03-31,META,cost_of_revenue,654000000.0
2015-06-30,META,cost_of_revenue,668000000.0
2015-09-30,META,cost_of_revenue,720000000.0
2015-12-31,META,cost_of_revenue,825000000.0
2016-03-31,META,cost_of_revenue,838000000.0
2016-06-30,META,cost_of_revenue,916000000.0
2016-09-30,META,cost_of_revenue,987000000.0
2016-12-31,META,cost_of_revenue,1048000000.0
2017-03-31,META,cost_of_revenue,1159000000.0
2017-06-30,META,cost_of_revenue,1237000000.0
2017-09-30,META,cost_of_revenue,1448000000.0
2017-12-31,META,cost_of_revenue,1610000000.0
2018-03-31,META,cost_of_revenue,1927000000.0
2018-06-30,META,cost_of_revenue,2214000000.0
2018-09-30,META,cost_of_revenue,2418000000.0
2018-12-31,META,cost_of_revenue,2796000000.0
2019-03-31,META,cost_of_revenue,2816000000.0
2019-06-30,META,cost_of_revenue,3307000000.0
2019-09-30,META,cost_of_revenue,3155000000.0
2019-12-31,META,cost_of_revenue,3492000000.0
2020-03-31,META,cost_of_revenue,3459000000.0
2020-06-30,META,cost_of_revenue,3829000000.0
2020-09-30,META,cost_of_revenue,4194000000.0
2020-12-31,META,cost_of_revenue,5210000000.0
2021-03-31,META,cost_of_revenue,5131000000.0
2021-06-30,META,cost_of_revenue,5399000000.0
2021-09-30,META,cost_of_revenue,5771000000.0
2021-12-31,META,cost_of_revenue,6348000000.0
2022-03-31,META,cost_of_revenue,6005000000.0
2022-06-30,META,cost_of_revenue,5192000000.0
2022-09-30,META,cost_of_revenue,5716000000.0
2022-12-31,META,cost_of_revenue,8336000000.0
2023-03-31,META,cost_of_revenue,6108000000.0
2023-06-30,META,cost_of_revenue,5945000000.0
2023-09-30,META,cost_of_revenue,6210000000.0
2023-12-31,META,cost_of_revenue,7696000000.0
2024-03-31,META,cost_of_revenue,6640000000.0
2024-06-30,META,cost_of_revenue,7308000000.0
2024-09-30,META,cost_of_revenue,7375000000.0
2024-12-31,META,cost_of_revenue,8838000000.0
2025-03-31,META,cost_of_revenue,7572000000.0
2025-06-30,META,cost_of_revenue,8491000000.0
2025-09-30,META,cost_of_revenue,9206000000.0
2025-12-31,META,cost_of_revenue,10906000000.0
2015-03-31,META,gross_profit,2889000000.0
2015-06-30,META,gross_profit,3374000000.0
2015-09-30,META,gross_profit,3781000000.0
2015-12-31,META,gross_profit,5017000000.0
2016-03-31,META,gross_profit,4544000000.0
2016-06-30,META,gross_profit,5520000000.0
2016-09-30,META,gross_profit,6024000000.0
2016-12-31,META,gross_profit,7761000000.0
2017-03-31,META,gross_profit,6873000000.0
2017-06-30,META,gross_profit,8084000000.0
2017-09-30,META,gross_profit,8880000000.0
2017-12-31,META,gross_profit,11362000000.0
2018-03-31,META,gross_profit,10039000000.0
2018-06-30,META,gross_profit,11017000000.0
2018-09-30,META,gross_profit,11309000000.0
2018-12-31,META,gross_profit,14118000000.0
2019-03-31,META,gross_profit,12261000000.0
2019-06-30,META,gross_profit,13579000000.0
2019-09-30,META,gross_profit,14497000000.0
2019-12-31,META,gross_profit,17590000000.0
2020-03-31,META,gross_profit,14278000000.0
2020-06-30,META,gross_profit,14858000000.0
2020-09-30,META,gross_profit,17276000000.0
2020-12-31,META,gross_profit,22861000000.0
2021-03-31,META,gross_profit,21040000000.0
2021-06-30,META,gross_profit,23678000000.0
2021-09-30,META,gross_profit,23239000000.0
2021-12-31,META,gross_profit,27323000000.0
2022-03-31,META,gross_profit,21903000000.0
2022-06-30,META,gross_profit,23630000000.0
2022-09-30,META,gross_profit,21998000000.0
2022-12-31,META,gross_profit,23829000000.0
2023-03-31,META,gross_profit,22537000000.0
2023-06-30,META,gross_profit,26054000000.0
2023-09-30,META,gross_profit,27936000000.0
2023-12-31,META,gross_profit,32416000000.0
2024-03-31,META,gross_profit,29815000000.0
2024-06-30,META,gross_profit,31763000000.0
2024-09-30,META,gross_profit,33214000000.0
2024-12-31,META,gross_profit,39548000000.0
2025-03-31,META,gross_profit,34742000000.0
2025-06-30,META,gross_profit,39025000000.0
2025-09-30,META,gross_profit,42036000000.0
2025-12-31,META,gross_profit,48988000000.0
2015-03-31,META,net_income,512000000.0
2015-06-30,META,net_income,719000000.0
2015-09-30,META,net_income,896000000.0
2015-12-31,META,net_income,1561000000.0
2016-03-31,META,net_income,1510000000.0
2016-06-30,META,net_income,2055000000.0
2016-09-30,META,net_income,2379000000.0
2016-12-31,META,net_income,4273000000.0
2017-03-31,META,net_income,3064000000.0
2017-06-30,META,net_income,3894000000.0
2017-09-30,META,net_income,4707000000.0
2017-12-31,META,net_income,4269000000.0
2018-03-31,META,net_income,4988000000.0
2018-06-30,META,net_income,5106000000.0
2018-09-30,META,net_income,5137000000.0
2018-12-31,META,net_income,6881000000.0
2019-03-31,META,net_income,2429000000.0
2019-06-30,META,net_income,2616000000.0
2019-09-30,META,net_income,6091000000.0
2019-12-31,META,net_income,7349000000.0
2020-03-31,META,net_income,4902000000.0
2020-06-30,META,net_income,5178000000.0
2020-09-30,META,net_income,7846000000.0
2020-12-31,META,net_income,11220000000.0
